CLASS	METHOD	PARAMETER	INDEX
org.mockito.internal.runners.StrictRunner	filter(org.junit.runner.manipulation.Filter)	filter	0
org.mockito.internal.runners.util.TestMethodsFinder	hasTestMethods(java.lang.Class)	klass	0
org.mockito.internal.runners.RunnerFactory	create(java.lang.Class,org.mockito.internal.util.Supplier)	klass	0
org.mockito.internal.runners.util.RunnerProvider	newInstance(java.lang.String,java.lang.Object[])	runnerClassName	0
org.mockito.internal.runners.util.RunnerProvider	newInstance(java.lang.String,java.lang.Object[])	constructorArgs	1
org.mockito.internal.runners.util.FailureDetector	testFailure(org.junit.runner.notification.Failure)	failure	0
org.mockito.internal.exceptions.util.ScenarioPrinter	print(java.util.List)	invocations	0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleanerProvider	getStackTraceCleaner(org.mockito.exceptions.stacktrace.StackTraceCleaner)	defaultCleaner	0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner	isMockDispatcher(java.lang.String)	className	0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner	isFromMockito(java.lang.String)	className	0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner	isFromMockitoRule(java.lang.String)	className	0
org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner	isFromMockitoRunner(java.lang.String)	className	0
org.mockito.internal.exceptions.ExceptionIncludingMockitoWarnings	ExceptionIncludingMockitoWarnings(java.lang.String,java.lang.Throwable)	message	0
org.mockito.internal.exceptions.ExceptionIncludingMockitoWarnings	ExceptionIncludingMockitoWarnings(java.lang.String,java.lang.Throwable)	throwable	1
org.mockito.internal.progress.ArgumentMatcherStorageImpl	reportMatcher(org.mockito.ArgumentMatcher)	matcher	0
org.mockito.internal.progress.ArgumentMatcherStorageImpl	assertStateFor(java.lang.String,int)	subMatchersCount	1
org.mockito.internal.progress.MockingProgressImpl$1	maybeVerifyLazily(org.mockito.verification.VerificationMode)	mode	0
org.mockito.internal.progress.MockingProgressImpl	reportOngoingStubbing(org.mockito.stubbing.OngoingStubbing)	ongoingStubbing	0
org.mockito.internal.progress.MockingProgressImpl	verificationStarted(org.mockito.verification.VerificationMode)	verify	0
org.mockito.internal.progress.MockingProgressImpl	addListener(org.mockito.listeners.MockitoListener,java.util.Set)	listener	0
org.mockito.internal.progress.MockingProgressImpl	addListener(org.mockito.listeners.MockitoListener,java.util.Set)	listeners	1
org.mockito.internal.progress.MockingProgressImpl	removeListener(org.mockito.listeners.MockitoListener)	listener	0
org.mockito.internal.progress.MockingProgressImpl	setVerificationStrategy(org.mockito.verification.VerificationStrategy)	strategy	0
org.mockito.internal.MockedStaticImpl	MockedStaticImpl(org.mockito.plugins.MockMaker.StaticMockControl)	control	0
org.mockito.internal.MockedStaticImpl	when(org.mockito.MockedStatic.Verification)	verification	0
org.mockito.internal.MockedStaticImpl	verify(org.mockito.verification.VerificationMode,org.mockito.MockedStatic.Verification)	verification	1
org.mockito.internal.framework.DefaultMockitoSession	DefaultMockitoSession(java.util.List,java.lang.String,org.mockito.quality.Strictness,org.mockito.plugins.MockitoLogger)	strictness	2
org.mockito.internal.framework.DefaultMockitoSession	DefaultMockitoSession(java.util.List,java.lang.String,org.mockito.quality.Strictness,org.mockito.plugins.MockitoLogger)	logger	3
org.mockito.internal.framework.DefaultMockitoSession	DefaultMockitoSession(java.util.List,java.lang.String,org.mockito.quality.Strictness,org.mockito.plugins.MockitoLogger)	testClassInstances	0
org.mockito.internal.framework.DefaultMockitoSession	DefaultMockitoSession(java.util.List,java.lang.String,org.mockito.quality.Strictness,org.mockito.plugins.MockitoLogger)	name	1
org.mockito.internal.framework.DefaultMockitoSession	finishMocking(java.lang.Throwable)	failure	0
org.mockito.internal.reporting.SmartPrinter	SmartPrinter(org.mockito.invocation.MatchableInvocation,java.util.List,java.lang.Integer[])	allActualInvocations	1
org.mockito.internal.reporting.SmartPrinter	isMultiLine(org.mockito.invocation.MatchableInvocation,java.util.List)	wanted	0
org.mockito.internal.reporting.SmartPrinter	isMultiLine(org.mockito.invocation.MatchableInvocation,java.util.List)	allActualInvocations	1
org.mockito.internal.handler.InvocationNotifierHandler	InvocationNotifierHandler(org.mockito.invocation.MockHandler,org.mockito.mock.MockCreationSettings)	mockHandler	0
org.mockito.internal.handler.InvocationNotifierHandler	InvocationNotifierHandler(org.mockito.invocation.MockHandler,org.mockito.mock.MockCreationSettings)	settings	1
org.mockito.internal.handler.NotifiedMethodInvocationReport	NotifiedMethodInvocationReport(org.mockito.invocation.Invocation,java.lang.Object)	invocation	0
org.mockito.internal.handler.NotifiedMethodInvocationReport	NotifiedMethodInvocationReport(org.mockito.invocation.Invocation,java.lang.Object)	returnedValue	1
org.mockito.internal.handler.NotifiedMethodInvocationReport	NotifiedMethodInvocationReport(org.mockito.invocation.Invocation,java.lang.Throwable)	invocation	0
org.mockito.internal.handler.NotifiedMethodInvocationReport	NotifiedMethodInvocationReport(org.mockito.invocation.Invocation,java.lang.Throwable)	throwable	1
org.mockito.internal.handler.NotifiedMethodInvocationReport	equals(java.lang.Object)	o	0
org.mockito.internal.handler.MockHandlerImpl	MockHandlerImpl(org.mockito.mock.MockCreationSettings)	mockSettings	0
org.mockito.internal.handler.MockHandlerImpl	handle(org.mockito.invocation.Invocation)	invocation	0
org.mockito.internal.handler.NullResultGuardian	NullResultGuardian(org.mockito.invocation.MockHandler)	delegate	0
org.mockito.internal.handler.NullResultGuardian	handle(org.mockito.invocation.Invocation)	invocation	0
org.mockito.internal.session.DefaultMockitoSessionBuilder	initMocks(java.lang.Object)	testClassInstance	0
org.mockito.internal.session.DefaultMockitoSessionBuilder	initMocks(java.lang.Object[])	testClassInstances	0
org.mockito.internal.session.DefaultMockitoSessionBuilder	name(java.lang.String)	name	0
org.mockito.internal.session.DefaultMockitoSessionBuilder	strictness(org.mockito.quality.Strictness)	strictness	0
org.mockito.internal.session.DefaultMockitoSessionBuilder	logger(org.mockito.session.MockitoSessionLogger)	logger	0
org.mockito.internal.session.MockitoSessionLoggerAdapter	MockitoSessionLoggerAdapter(org.mockito.plugins.MockitoLogger)	logger	0
org.mockito.internal.session.MockitoLoggerAdapter	MockitoLoggerAdapter(org.mockito.session.MockitoSessionLogger)	logger	0
org.mockito.AdditionalAnswers	returnsArgAt(int)	position	0
org.mockito.AdditionalAnswers	delegatesTo(java.lang.Object)	delegate	0
org.mockito.AdditionalAnswers	returnsElementsOf(java.util.Collection)	elements	0
org.mockito.AdditionalAnswers	answersWithDelay(long,org.mockito.stubbing.Answer)	answer	1
org.mockito.AdditionalAnswers	answersWithDelay(long,org.mockito.stubbing.Answer)	sleepyTime	0
